filename,actionFlag,nullHyperlinkFlag,suspecLinkFlag,outLinkFlag,zeroLinkFlag,outCssFlag
2bdf753a7517d10dd76fad70cf622326,0,0.0467,0.0067,0.5133,0,0
c8266810dffdb77db749d98ba3f55b29,0,0,0,0,1,0
8d4619b6071a910705f526fdc004caca,0,0.0085,0.0169,0.678,0,0
f3d2376f2c414e8de1e2854a2a95d418,0,0,0.0114,0.1932,0,0
91bb15c8e586b21d3939a1d950c72342,1,0.0067,0,0.0867,0,0
6015f270f58bc32b954581ca93129544,1,0.1888,0.7832,0,0,1
241ae7574801cb38716c86e64c07c534,0,0.046,0,0.092,0,0
f23e87c0e6fd7e13ee42e359f03dae96,0,0,0,0,0,0
df95a4d845572a46ac68ba5f9e256157,0,0.0099,0.5394,0.0517,0,0
92d33233c40a713e9e8d6b15be1cda11,0,0,0,0,0,0
9116b14fc0e3fddd3f44bc18cc326c2e,1,0,0,0,1,0
3358e5f01c13c7e53cf2195d6ba070a4,1,0.0408,0.0204,0.0816,0,0
1775ba8e2ed77290a497000bba061aa4,0,0.0077,0.1,0.0077,0,0
de8472a0aef69fd7cecaf16ca31115bd,0,0.1714,0.1714,0.0571,0,0
711f97378c042638382667670f846148,0,0.7143,0,0.0286,0,0
e62e9bdb1eeaefbfe028440522a3067e,0,0,0.5,0,0,0
563b9266955bf43ba96ef55e7ffe1bcb,0,0.0174,0.2696,0.0261,0,1
8852594ede29a12bf47731693c684180,0,0.0208,0.0139,0,0,0
a504e431d5b55f05eff06433caff54f6,1,0,0,0.8333,0,1
2a311e995c80eb7005e1513b9ed2c50c,0,0.2177,0.1224,0.1837,0,1
7785210ebc4b7e2ae68a47e3c29ab5db,0,0.0484,0,0.0081,0,0
1a848b94a6be14cc65166c33b88205f4,0,0,0,0,0,0
6845a4e8a97f5ab554decd44f86146cc,0,0,0,0,1,0
bc0720817e7f80671cf6fcb457390e6c,0,0.0278,0,0.007,0,0
fdfb20385733316dc8e2bfc08c68475a,0,0.128,0.0047,0.019,0,1
c253de8ccb56bcaf13a1155f75db10f4,1,0.2396,0.6042,0.3021,0,1
a71113a47c7388afdd2c84eff1ae5915,0,0.0278,0,0.0069,0,0
7eb0bb1a9a0fb64782ad1be0d121ecc2,0,0,0.0921,0.3026,0,0
0496d2571f8062eee23c325e9cf09bd6,0,0.6,0,0,0,1
967081e862d4f898985ecbc19340abdc,0,0,0,0.0667,0,0
3b12dc2084eb2963f5a5cbef33ae5a4f,0,0,0,0.3226,0,0
f004d8945ab667a800ce9bb4385d0483,0,0.1,0.0333,0.1,0,0
23358f26466e89c4474b2619e40a1a4b,0,0.0976,0,0.0244,0,0
39d4b956bce1ad6ac57c0330fb5cbf30,0,0,0,0.25,0,1
cd085e9ef25f43d40ab29799e691aef3,1,0.461,0.4416,0.1948,0,1
8eb568a2160675dfb4dc4ccc0ef247c9,0,0,0.0769,0.1538,0,0
8b2f9650ff059c9c271fc8f92fefa268,0,0.0064,0,0.0255,0,0
83597e7086c71d307d72f5bf8f0b0c8b,0,0,0.0179,0.0357,0,0
70ca83ff78a815d2d46bb23ab76b640a,1,0.2143,0,0.4286,0,0
237198c6844f0c7cc0b3e8867ed5b8ba,0,0,0.1616,0.0606,0,0
fa2afba5a5050375dbb393bdfe6da820,0,0,0.1111,0,0,0
b3116b6e7111a9b1bd2f53cc7e0f77f1,0,0,0,0.1,0,0
23c6940982af9619f02f818c4ca48efb,0,0,0,0,0,1
760ec7e444b80964ba0c661e1ee4ff3e,0,0.0784,0.0392,0.0588,0,0
111d6265622a7ef60ec0d0c2ee236c42,0,0.8421,0,0.0789,0,0
41b1f7e8be2ec7dbcaf495c686e7c11b,1,0.0158,0.1211,0.0579,0,1
ad68d27d12b78dbfa2cb8ef9282f4410,1,0.2105,0.7263,0.3684,0,1
b21a956c841c2b79e9dca40d4e0bba70,0,0.0288,0.0962,0.7692,0,0
cc35e904321c5e24d2f2cb679f21e0e7,0,0,0.9118,0,0,0
5be27631636ed316e5e98092e8c230a9,0,0,0,0,1,0
39f70795bb0533b0dda1d8f09d3a38da,1,0,0.2625,0.0033,0,0
bdfbe5eb3eda6eb6b3cce3283baa50cb,0,0,0,0,0,0
24e35cf0ab497aa9f6db23249fcc926e,0,0,1,0,0,0
622f324d18bebf3ffa58a140ec7473ea,0,0,0,0,0,0
6e624462ff371a6a22ca40d36b657501,0,0,0,0,1,0
f9b310867acfbad8333418d5221fe97f,0,0.0676,0.0541,0.0676,0,0
16931524ecfd57fb74c81556a5f0a14c,0,0,0,0,0,0
cd02dec132cec4b111a9256b7d07480b,0,0,0,0.0021,0,0
ad82b99207d5b0a6887dd83988f71b2f,0,0.1923,0,0.5,0,1
96a4fd98ede9cd60c81e4ae4e7746389,0,0.0556,0.0556,0.0278,0,0
63a65abb03552d973fd362c1b53115da,0,0,0.0896,0.4179,0,0
69278519a185a924547494465a509574,0,0.0175,0.0585,0.2047,0,0
7d182cdac43aa002a108850a0ef87cc4,0,0,0,0.3197,0,0
5b7734f282d7349481d9f257c1ab60cf,0,0.2381,0.0476,0.0476,0,0
9b329313e0080cd504ad287e7ad03a64,0,0,0,0.0465,0,0
9c039e09dc22a3bdd1fe3a3796028264,0,0.0278,0,0.0069,0,0
70a99305a62886815a3e28ccfd0d292a,1,0.2805,0.6098,0.3659,0,1
715d77760a3fd2f14ede7f860b80af4e,1,0.5455,0.0909,0.0909,0,0
122221513f7d0894704e6dc7e13f3c8e,0,0,0,0,1,0
851ebb1493335d0e44d4dbd3761eb153,0,0.0256,0.0073,0.1941,0,0
bf806f471797b42b5d37fe0253538bee,0,0.0455,0.0455,0.2727,0,0
4cb8edd7297f287793f5ef4692ad6cfb,0,0.0588,0,0.2941,0,0
47ca861d1793a5e8dd937f7b1f933dd4,1,0,0.4867,0.0885,0,1
41aabab065cfdd0c7c0055537be22a21,0,0.0278,0,0.0069,0,0
40f315feac500c2ddf063d5694ce213c,1,0,0.0714,0,0,0
9e06bd11e5d43b459f7f26a416d7df04,0,0.1301,0,0.0157,0,1
f06c66995e3817261cfa9a003c54c355,0,0,0,0.8333,0,1
743ea34bd2b72f561945ee2b1cee4bdb,0,0,0.0174,0.5913,0,0
85e665401c5b2c9496526dfe060b5267,0,0.0435,0,0.0435,0,0
021f3f26b9f8d62915ea41f6a70d0776,0,0,0.9198,0.0287,0,0
2cc6f96ac4b9de0a7d7c178a4653d526,0,0.1,0,0,0,0
20df238da018268d232cdafe8e08ac6f,1,0.0455,0.6818,0.1818,0,0
18bd1732b50dd03259694d5a68187ee3,0,0.0008,0.0882,0.9705,0,0
307f064fc6528b2a4ccc8c7ab8833fa1,0,0.4048,0.0238,0.119,0,0
00d1595aef021b3013f46686363002b6,0,0,0,0.1818,0,1
d2635d143c92529fcf5b8759c079388f,1,0.1957,0.0072,0.029,0,1
9b89dec3d4ec8bfd1de4edeb8f726929,0,0.0323,0.0081,0,0,0
7b79b5a88058518f10531f19468303bd,0,0,0.3333,0,0,0
8d1a97b555c11e860fec5e84492941bd,0,0.0543,0.0217,0.0326,0,0
f77e14291db921ccaf1ad28d937e315b,1,0,0,0.8333,0,1
002a7f505625284e3b24f4180c46bd92,1,0.625,0,0,0,0
0caab560852279d40b6a923692652460,0,0.0513,0.0085,0,0,0
2e3e224f5e271489817c64c2bfc0acf1,0,0.0523,0.0168,0.0037,0,1
650b54089d0b172fcdaff477d500de45,0,0,0,0.3333,0,0
672706cb70bcd394012fb0a318453063,0,0.0444,0,0,0,0
5b8d6f88af9e2307d407b6ad264870cc,0,0.0396,0.0144,0,0,0
669f1cbf5a8ca33344cb03df47de57f5,0,0,0.0833,0,0,0
ee0a608f06adf579efb25b8588b62bb8,0,0.04,0,0,0,0
bc15cecbb6b044719d516893429091cc,0,0.0588,0.0588,0.2353,0,0
6681a2092c262dfcc5372b4ab5a6154c,1,0.3893,0.0038,0.0076,0,0
4f19967510bf2a46425cd65ac0dddec2,0,0,0.0446,0.0357,0,0
523551fdc7f0993dea4197214120658a,0,0,0.0116,0.0636,0,0
edadee3d3bc32bdb37ead1dd194ec166,0,0,0.0833,0,0,0
f118b08098b654cf520be7bc4cb647dc,1,0.625,0,0,0,0
4243a55decc3dfde8da59efbe834fc98,1,0.2421,0.6316,0.2947,0,1
6be3cb9098084f355bcd8371ac6cab2b,0,0.0659,0.0183,0.0183,0,0
74cb6cbfbff89de938a012e9bc684c80,1,0.2447,0.6277,0.2766,0,1
72cdd11b3bddfd8d9e6ddc6090e85787,0,0.1026,0,0.1026,0,0
e005cdb1934d06e78c1edb61549df0f7,0,0,0.0059,0.2353,0,0
766fbbdf17ecc6170ebbae88d36792c0,0,0,0,0,1,0
81c17c597494be65c4c901ac569d30ab,0,0.0586,0.0379,0.0069,0,0
164c0f35da4e252f4d35cdc107628e64,0,0.0412,0,0.0147,0,0
7b7acd60e0de9bae421bfa236ba2b184,1,0,0.9286,0.75,0,0
0fbd2b65c9b8c40e6e1d44707d685fd4,1,0,0,0.8333,0,1
739684aba12e6b6e1f870fca45b639b0,0,0.1111,0,0.037,0,0
3e0d9263a9fd8afb85903b59ff0ad26c,0,0,0,0,0,0
69f6d84f3a856c3532f3f2cb2f08567d,0,0.0278,0,0.0069,0,0
79652f5f79af53da305094113a85b4d1,1,0.2471,0.6471,0.3059,0,1
2ea17edf249eccd3031a5fe7dd83a890,1,0.2447,0.5213,0.2766,0,1
a009c2d397aaabea42f52b3f94e1bb63,0,0,0.013,0.013,0,0
e96ba293114b68e91b2a43247e23c36f,1,0,0,0.8333,0,1
c20f7e01676c24345c14110f70b57157,0,0,0,0.25,0,0
ec57e6154683b5ef1517d9fb284756c2,0,0,0,0,0,0
45406328566c15289101828eb77fc88e,0,0.0123,0.3827,0,0,0
927e5946ea30454c645c1986361e9c7d,0,0,0.037,0.2716,0,0
c0369a1479b2506b53a8dc0c875357a3,0,0,0,0,1,0
cfb91cb3a0a98b0f231318bd51b39ba0,0,0.0211,0.0211,0.0211,0,0
c2805db47664de348cc17e3f436e51a7,0,0.0072,0,0,0,0
7196b287a6163dbc1f6605e55e53368c,0,0,0.0108,0.2151,0,0
72cfb4a264e163e6d8eaf7b0d6873b5f,1,0,0,0,1,0
e2119806c3cfbff8f6bbf7f4a13162dc,0,0.1379,0.0345,0.0345,0,0
2fe314a2e9753aea6665721cdfce505c,1,1,0,0,0,0
d047f7ca7a2a5a80773f4b5659a4252f,0,0,0,0.25,0,0
de5cdccc707f32a4c7949cc598512565,0,0,0,0,1,0
871d8f2afc7c2c39fd8e6375af385937,1,0.0904,0.0542,0.0301,0,0
987b72faebc5a5f8c48a3e16b6d8a8ca,0,0.0073,0.0256,0.1136,0,0
db2674bf829c1dc069c54c3946876326,0,0.1047,0,0.093,0,0
a7a6fe855d652105ee6da2dd592ba393,0,0,0,0.6667,0,0
6d86104012a9c9d798a9488e0b2d7527,0,0.0571,0,0.2857,0,0
bd5b956b66f356e5b5668ac2b14635aa,0,0,0.0027,0.0295,0,0
df1c509c3e63588fed67957b9ca19d13,0,0.0269,0.0038,0.0385,0,0
41619011127183b695a7dd6f6ffefdaf,0,0.7143,0,0,0,0
445028dff3d8494cdd27d277ce7ab85d,0,0.3615,0.0615,0.0308,0,1
203a5f066cc7ffdf212661dff945c046,0,1,0,0,0,0
06267e97df3d4e060ac83877d5533eac,1,0.0323,0.0075,0.0025,0,1
36a07e86631d21c2b1f3bae8b7981977,0,0.0444,0.1667,0.0222,0,0
6f1909d4ba0c1f44e80feb3169328f3e,1,0,0.2667,0.6933,0,0
0c4c83a6ffaa81ff2ae0156f9b8ce05c,0,0.1111,0.1667,0.5556,0,0
2a2d8c1bf47c6e24a0da102c973239a0,0,0.0752,0.0033,0.0392,0,0
6f914189e957b954f6055ddd270eed7a,0,0,0,0,1,0
c526a34c0d6f12413b6a57f2dc01a681,1,0.0157,0.1571,0.7906,0,0
dc98b13e508aaf20c08aa28976eca38e,0,0.075,0.15,0.175,0,0
881164058571b4c00ec16d1cf4574b44,0,0,0,0.4,0,0
0795ef252a01b68764333a8c8982ba3b,0,0.0066,0.0265,0,0,0
c34273a5ace34c23e0ed56ca519aef8d,1,0,0,0,0,1
d75e0927f9f6943c01da8884182d4565,0,0.1522,0,0,0,0
39a0675ed7a77c3aaa27f1b8bb92b521,0,0.0526,0,0.0658,0,0
56052596ba4e462f813d19732ce7be2f,1,0.2222,0.7222,0.3333,0,1
6b953e90094599ae8d5d42b17462ff14,0,0.1389,0.0278,0,0,0
082a56116100b6810c1d71a2e5dbfd03,0,0,0,0,0,0
7f4ad7e4e05ccc527b64deb55e508443,0,0,0,0,0,0
0df3c4f49fa8b072ed9dad5d3c7c0bab,0,0.014,0,0.0035,0,0
99626fe226601ed05c115477d57facfd,0,0.0571,0,0.2857,0,0
52136993b5d39b5d8aa26a6d51bf1387,0,0,0.1746,0.3968,0,0
c691e9b4c3403c45fed992ec99f7586f,0,0,0,0,1,0
4d484032ccd108cfa22f4c8e23d0afdc,0,0,0.0833,0.3833,0,0
8b85fc45fce70066a7c5555bf740e56f,0,0.0638,0.1489,0.1489,0,0
1d72701bbe2cba2222df6f2d1c93f25e,0,0.0278,0,0.0069,0,0
8ade34d4990edd556bd4bf09a50612e9,0,0,0.0278,0.6019,0,0
f8e5ba59c3f0b72a5d308b797066d093,0,0.2381,0,0.2857,0,0
0edc0030d90b58291676e84d94ca505e,0,0.0278,0,0.0069,0,0
8b9b3939dbfcc7be177eee0d492c1234,0,0.8293,0,0.0488,0,0
0e5158bb3a9a1ca2297c84ce4294846d,0,0,0,0,1,0
3e1abe312dc6aca0592692f9ea0f3743,0,0.04,0,0,0,0
d65d6fc490b5e799aa768912e99b0d99,0,0,0.0833,0,0,0
084176d3b69b5e4acdd66c62a302d8f1,0,0,0,0,0,0
88524128e955c519af53973318fa4f12,0,0.0357,0.0179,0.0714,0,0
87dc91a36f901028c544d762a723c711,0,0.022,0.0165,0.033,0,0
ac85e2bc76dd6afb389cd4ede3183d2d,0,0,0,0,1,0
ecbef756b84ed759f9c193bcea304a01,1,0,0.0833,0.0833,0,0
20ca3b9dc8840099d9e4094bc0eb1eaf,0,0.0019,0.0034,0.0255,0,1
7e1306d3c136cb4540c01149e818ef57,0,0,0,0.8543,0,0
2f537b0a3364b67ae3b31efbf8e88bcf,0,0.0424,0,0.0152,0,0
d651d45d2e1bcde7803b2055e5e45c70,1,0,0.2625,0.0033,0,0
bcbec5dbd3754b4f274b6f52dd0553ca,0,0,0.0179,0.4107,0,0
9eafcee000cbaf45e425b4e29e1e2157,0,0.0625,0.875,0,0,0
47f3f760189865e682dc4703127fa50c,0,0.1008,0,0.0084,0,0
1e2c532b53fdb3aa991fbd963c9168c5,1,0,0.9286,0.75,0,0
4c13aaa71546ebb9e5803d0c0e97962c,0,0.0166,0,0,0,0
7be35a85144ff1ffbe465876d5785a6b,0,0.0625,0,0.0625,0,0
acea8cf0855582acefeb832fd2e34bc4,0,0,0,0.1471,0,0
6301c27ef5f1209f9b82ed03f67d83f1,0,0,0,0,0,0
33e770591c43ae1c41ff2e06d1f3bacf,1,0,0.0248,0.1056,0,0
e232fd7734be00b80a37e0655bfe16a9,0,0.0135,0,0.0045,0,0
0009b7ac2ff6b229adde3e6f58331cba,0,0,0.2394,0,0,0
074b8ed4a16061136fbec3129e516311,1,0.0162,0.0054,0.2,0,0
9feec92a64190b062df9377fdc97db2f,0,0.0396,0.0144,0,0,0
5339d6e68df7a932cf11a163e051cb39,0,0.0096,0.0192,0.3365,0,1
ed99208222333055224d767c9b39e74f,0,0.0303,0.0152,0,0,0
c13d3aad6562b3c259618e6bc0bc299b,0,0.0278,0,0.0069,0,0
f09c5063a748e35c79b05faa15a9b139,0,0.125,0.05,0,0,0
e78fa0f09407b02c575230c8d73624aa,0,0,0,0.5625,0,0
7edd4b53ab23a68746b22240ebc34260,0,0.0235,0,0.0235,0,0
e55cf9cf33279ea276fee394aae84493,0,0.0779,0,0.0682,0,1
4a429c4362558d2fdbf5d44ce4285942,0,0.0777,0.8544,0.0583,0,0
1b05e626fee89ed6f67af85d1764868c,0,0.0943,0,0.6038,0,0
cb5af7a958ca6f8e3aee91bab0691001,0,0,0,0,1,0
45df8fdf1b819957c01dafad71fd080e,0,0.5358,0.0106,0,0,0
43547125fc16de05eee132f3cae432f4,0,0.1,0.0667,0.1,0,1
fa1927e5bfa1336879f5f98d2e9f6a39,0,0,0,0,0,0
75bf94ed42e6351e3641ed92b6a74401,0,0,0.0426,0.0638,0,0
f3cd737ec2311831ce8137eb56f9343f,0,0.8293,0,0.0488,0,0
7933b49c18d4f521895bdc26645951fd,1,0,0.014,0.0512,0,0
37373456a680ed27fd9c546ffd52522f,0,0,0.0139,0.0278,0,0
ec0d7409ee6b981ce2e8c59f21756b93,0,0.0041,0,0.0041,0,1
196fc0f2a8652b85477a753016f54ad2,0,0,0,0,0,0
6e2def6d06005c92e68148b6dda76869,0,0.7857,0,0.119,0,0
ad18ccc4e4fd0eb23644dc8ae461a901,1,0,0,0.8333,0,1
8908ac34fa0f4f883dbb5743a1b36796,0,0,0,0,1,0
0270b387ab81cc73e1a24092aa838ab3,0,0,0.5263,0,0,0
12f354bde6f78857e5cda26dbf45b023,0,0.0128,0,0.0256,0,0
2dd292642f573d24c5478f7a3ceaf057,0,0,0,0,0,0
9a7a29b3b1d0585e69b43ec35c961d5d,0,0.0393,0.0733,0.0288,0,0
138c40b7bd4a1cebde6b374af4e5b604,0,0.0281,0.0175,0.2456,0,0
b1baf7b1a5d1a001dbf75dc9b88e8791,0,0.1935,0,0.0484,0,0
48c64f31b719b2d3e5a59a891547d4aa,1,0.1769,0.019,0.0313,0,1
43de38bf64f73f459d8556acea36827e,1,0.1132,0.0943,0.0566,0,0
7d7e6cd38c2f23ee64a8b8620d82c4d8,1,0,0,0.8333,0,1
77d07ec846805b000c5681cb97a722dd,0,0.0588,0.0588,0.0471,0,1
547db5aba672471272c3d9b59b76cbb2,1,0.2396,0.625,0.3125,0,1
0845d4b0187145b5927f60107e9a42d7,0,0,0,1,0,0
37274b177822892b9e81ffde530244b4,0,0.3101,0,0.0127,0,0
096589ecdbfc9335ee8cd6837691e5d4,0,0,0.0167,0.05,0,0
b9e7325d3b565dd0de9ef60fa9da536c,0,0.0469,0.061,0.0141,0,0
00f494d2c2c35984bf8f646863de7715,0,0.0674,0,0.088,0,1
a06bd2f0438e3b37be542c400b123dad,1,0.0571,0.8,0.6571,0,0
56488b731b5416821b6cb046359baa28,1,0.2277,0.5941,0.3267,0,1
847397cf69f496d549452f6d83129fa8,1,0.2551,0.602,0.2959,0,1
40833627c305efd56554466c4d2d7943,1,0,0.0392,0.0392,0,0
adefaf221495a6f8c3f58144fbe74981,0,0.0189,0.0162,0.0324,0,0
8f4f068620320f4c6ce0df3158decc4d,0,0.0968,0.7097,0.0645,0,0
e9a9f1fda80d0220a0099528b72839ea,0,0.1302,0,0.014,0,0
0ba1de74f8d03120959bbb70f86562b8,0,0.0947,0.0041,0.0494,0,0
6b7ba86ca008f1a1d0346e7176e2e7aa,0,0,0,0,0,0
3820c2b501ee2580b56acb47b500e607,0,0.0062,0.0155,0.0186,0,1
149f01f38eff407756e8d0ecf0af2fff,0,0.0635,0.127,0.127,0,0
6f5981a1f9aef12c11b0f2e5f2782bfc,0,0.0008,0.0878,0.9675,0,0
cd4b68a5b0de9962a31276670078ea8f,0,0.0278,0,0.0069,0,0
655aa315985562299f73bcc9f37e4088,0,0.0476,0,0,0,1
979994db4e544c0c516803220ecd1f33,0,0,0.75,0.75,0,0
497e4008c021b46de703160c470cf8af,1,0,0,0.8333,0,1
ef95a36fbd94a1688871abc6f2d8a5e3,0,0.0278,0,0.0069,0,0
b139d2301409bc6449ae1c6321da7304,0,0,0,0,0,1
ff5caa979498c5467d9284ffff7acf4c,1,0,0,0,1,0
fc338a8d880bdffe68ece5a1b02b0402,0,0.0798,0.0563,0.1784,0,1
dc7f2763788b5f70eb82459fc7e7d719,0,0,0.0128,0.6282,0,0
00828fc188f71b23db17603b65aec195,1,0,0,0.8333,0,1
acb85227068b2fe88b568ba6b21c7bb8,0,0,0,0,0,0
c90b095bf8933fe7e644121b0290ade4,0,0.1231,0.0923,0.1846,0,0
570f3d066fa74bd9eeeb6051d551d461,0,0.0327,0.4408,0.0122,0,0
1425407d25407d1e47fbc1dc39ada366,0,0.1565,0.0261,0.0609,0,0
381d1c0eac194fdfbff11bed2b574cfe,1,0.0181,0.0181,0.1506,0,0
399e907febc77767094241a7d5ed303f,0,0.6875,0.0312,0.2188,0,1
107b2ab2b4d2299bec526eaa461d95c7,0,0.0383,0.0043,0.0085,0,0
4a5ae04d6e31adaa0982049f1782acbb,0,0.0278,0,0.0069,0,0
58cb5a416fc748a686a200a7fa0a143c,0,0,0.1818,0.1818,0,0
5245a704db215354bc2e38858ce47a92,0,0.0519,0,0.1109,0,0
06b5f90393e90be6a870fe3a9626abd0,0,0.0304,0.0652,0,0,0
813e74c8d4e4ac5944e029870bb11e48,0,0,0,0,1,0
5c749564e5d9cc4509dfa1d070cb51d1,0,0,0,1,0,0
450be4766294bb7195bb8fceaf4e65b8,1,0,0.0244,0.1037,0,0
6a2653cd38428d0886b24ddbf1b579c0,0,0.0774,0.003,0.003,0,1
a43fa79a846715171933df4cd9919463,0,0.056,0,0.008,0,0
e0b441c11d8b2395b04c342d9198d46b,0,0.1223,0,0.0131,0,0
8c9be8041bfeb103be219e5a21837e3f,1,0.0101,0.101,0.4747,0,0
